order_id,date,item_name,item_type,item_price,quantity,transaction_amount,transaction_type,received_by,time_of_sale,ano,nome_mes,dia_semana
879,2022-11-06,Cold coffee,Beverages,40,9,360,Cash,female,Evening,2022,November,Sunday
880,2022-06-25,Sugarcane juice,Beverages,25,5,125,Cash,female,Morning,2022,June,Saturday
881,2022-05-25,Sandwich,Fastfood,60,2,120,Cash,male,Midnight,2022,May,Wednesday
882,2022-04-23,Panipuri,Fastfood,20,9,180,Online,male,Morning,2022,April,Saturday
883,2022-08-24,Aalopuri,Fastfood,20,5,100,Online,female,Midnight,2022,August,Wednesday
884,2023-03-01,Vadapav,Fastfood,20,12,240,Online,male,Night,2023,March,Wednesday
885,2022-10-16,Sugarcane juice,Beverages,25,4,100,Cash,male,Evening,2022,October,Sunday
886,2022-07-21,Sugarcane juice,Beverages,25,4,100,Cash,female,Night,2022,July,Thursday
887,2022-10-24,Aalopuri,Fastfood,20,3,60,Cash,male,Morning,2022,October,Monday
888,2022-09-05,Vadapav,Fastfood,20,8,160,Cash,male,Evening,2022,September,Monday
889,2022-04-12,Vadapav,Fastfood,20,10,200,Online,male,Midnight,2022,April,Tuesday
890,2023-03-03,Sugarcane juice,Beverages,25,5,125,Cash,female,Morning,2023,March,Friday
891,2022-12-27,Cold coffee,Beverages,40,11,440,Cash,male,Midnight,2022,December,Tuesday
892,2022-07-14,Sugarcane juice,Beverages,25,7,175,Online,female,Evening,2022,July,Thursday
893,2022-07-13,Sugarcane juice,Beverages,25,12,300,Cash,female,Afternoon,2022,July,Wednesday
894,2023-03-19,Sandwich,Fastfood,60,15,900,Cash,male,Morning,2023,March,Sunday
895,2023-01-03,Sugarcane juice,Beverages,25,11,275,Cash,male,Afternoon,2023,January,Tuesday
896,2022-10-30,Aalopuri,Fastfood,20,13,260,Cash,male,Night,2022,October,Sunday
897,2022-08-22,Aalopuri,Fastfood,20,6,120,Online,male,Morning,2022,August,Monday
898,2023-03-02,Frankie,Fastfood,50,8,400,Cash,male,Afternoon,2023,March,Thursday
899,2023-01-24,Aalopuri,Fastfood,20,7,140,Cash,male,Midnight,2023,January,Tuesday
900,2022-12-07,Sugarcane juice,Beverages,25,9,225,Online,male,Afternoon,2022,December,Wednesday
901,2022-12-24,Vadapav,Fastfood,20,7,140,Online,female,Morning,2022,December,Saturday
902,2022-11-23,Frankie,Fastfood,50,4,200,Online,male,Afternoon,2022,November,Wednesday
903,2023-01-01,Aalopuri,Fastfood,20,15,300,Online,male,Night,2023,January,Sunday
904,2023-03-12,Aalopuri,Fastfood,20,4,80,Cash,female,Midnight,2023,March,Sunday
905,2022-12-13,Frankie,Fastfood,50,15,750,Cash,female,Midnight,2022,December,Tuesday
906,2022-04-04,Sandwich,Fastfood,60,15,900,Cash,male,Afternoon,2022,April,Monday
907,2022-10-19,Cold coffee,Beverages,40,4,160,desconhecido,female,Midnight,2022,October,Wednesday
908,2023-03-06,Sandwich,Fastfood,60,7,420,Cash,female,Night,2023,March,Monday
909,2023-02-21,Cold coffee,Beverages,40,12,480,Online,female,Morning,2023,February,Tuesday
910,2022-10-09,Panipuri,Fastfood,20,1,20,Cash,female,Afternoon,2022,October,Sunday
911,2022-04-09,Sandwich,Fastfood,60,1,60,Cash,male,Evening,2022,April,Saturday
912,2022-09-17,Aalopuri,Fastfood,20,6,120,Cash,male,Evening,2022,September,Saturday
913,2023-02-15,Frankie,Fastfood,50,15,750,Online,male,Evening,2023,February,Wednesday
914,2023-03-01,Sandwich,Fastfood,60,14,840,Cash,male,Night,2023,March,Wednesday
915,2022-10-07,Cold coffee,Beverages,40,7,280,Online,male,Afternoon,2022,October,Friday
916,2022-11-17,Cold coffee,Beverages,40,15,600,desconhecido,female,Afternoon,2022,November,Thursday
917,2022-05-15,Vadapav,Fastfood,20,15,300,Online,male,Evening,2022,May,Sunday
918,2022-11-12,Panipuri,Fastfood,20,6,120,Cash,male,Evening,2022,November,Saturday
919,2023-01-03,Vadapav,Fastfood,20,8,160,Online,female,Evening,2023,January,Tuesday
920,2022-07-12,Frankie,Fastfood,50,13,650,Online,male,Evening,2022,July,Tuesday
921,2022-09-21,Vadapav,Fastfood,20,14,280,Cash,male,Midnight,2022,September,Wednesday
922,2022-06-13,Frankie,Fastfood,50,5,250,Online,female,Evening,2022,June,Monday
923,2022-05-30,Cold coffee,Beverages,40,3,120,Online,male,Morning,2022,May,Monday
924,2022-12-17,Panipuri,Fastfood,20,14,280,Cash,male,Afternoon,2022,December,Saturday
925,2022-04-10,Frankie,Fastfood,50,4,200,Online,female,Afternoon,2022,April,Sunday
926,2023-02-27,Frankie,Fastfood,50,15,750,Cash,female,Afternoon,2023,February,Monday
927,2022-12-02,Cold coffee,Beverages,40,6,240,desconhecido,female,Evening,2022,December,Friday
928,2022-04-07,Sandwich,Fastfood,60,11,660,Online,male,Evening,2022,April,Thursday
929,2022-06-06,Frankie,Fastfood,50,9,450,Online,female,Night,2022,June,Monday
930,2022-11-27,Sugarcane juice,Beverages,25,10,250,Online,male,Night,2022,November,Sunday
931,2022-06-26,Aalopuri,Fastfood,20,15,300,Cash,male,Afternoon,2022,June,Sunday
932,2022-10-18,Sandwich,Fastfood,60,9,540,Online,male,Afternoon,2022,October,Tuesday
933,2023-01-21,Sugarcane juice,Beverages,25,15,375,Online,female,Afternoon,2023,January,Saturday
934,2022-09-19,Cold coffee,Beverages,40,4,160,Cash,female,Afternoon,2022,September,Monday
935,2023-02-17,Sandwich,Fastfood,60,12,720,Cash,male,Midnight,2023,February,Friday
936,2022-08-10,Panipuri,Fastfood,20,2,40,desconhecido,male,Midnight,2022,August,Wednesday
937,2022-06-22,Panipuri,Fastfood,20,4,80,Cash,male,Night,2022,June,Wednesday
938,2022-08-10,Sugarcane juice,Beverages,25,14,350,Cash,male,Evening,2022,August,Wednesday
939,2023-02-19,Vadapav,Fastfood,20,15,300,Online,male,Midnight,2023,February,Sunday
940,2023-02-07,Sugarcane juice,Beverages,25,14,350,Online,female,Midnight,2023,February,Tuesday
941,2023-02-10,Cold coffee,Beverages,40,10,400,Online,female,Morning,2023,February,Friday
942,2022-07-20,Frankie,Fastfood,50,6,300,Cash,male,Night,2022,July,Wednesday
943,2022-06-30,Vadapav,Fastfood,20,6,120,Cash,female,Night,2022,June,Thursday
944,2022-05-12,Aalopuri,Fastfood,20,2,40,Cash,male,Midnight,2022,May,Thursday
945,2022-05-15,Cold coffee,Beverages,40,2,80,Online,female,Afternoon,2022,May,Sunday
946,2023-02-21,Sandwich,Fastfood,60,8,480,Cash,male,Midnight,2023,February,Tuesday
947,2022-08-16,Aalopuri,Fastfood,20,11,220,Online,male,Night,2022,August,Tuesday
948,2023-01-16,Sandwich,Fastfood,60,10,600,Online,male,Evening,2023,January,Monday
949,2023-01-07,Panipuri,Fastfood,20,1,20,Cash,female,Evening,2023,January,Saturday
950,2022-09-25,Frankie,Fastfood,50,6,300,Online,female,Evening,2022,September,Sunday
951,2022-11-11,Panipuri,Fastfood,20,11,220,Cash,female,Afternoon,2022,November,Friday
952,2022-09-24,Aalopuri,Fastfood,20,14,280,Cash,female,Evening,2022,September,Saturday
953,2022-11-10,Sandwich,Fastfood,60,2,120,Online,female,Afternoon,2022,November,Thursday
954,2023-01-31,Aalopuri,Fastfood,20,3,60,Cash,female,Midnight,2023,January,Tuesday
955,2023-01-27,Sugarcane juice,Beverages,25,7,175,Online,male,Afternoon,2023,January,Friday
956,2022-04-30,Frankie,Fastfood,50,13,650,Online,male,Morning,2022,April,Saturday
957,2023-02-08,Panipuri,Fastfood,20,3,60,Online,female,Midnight,2023,February,Wednesday
958,2022-05-22,Sandwich,Fastfood,60,11,660,Online,female,Night,2022,May,Sunday
959,2022-11-28,Vadapav,Fastfood,20,8,160,Online,female,Midnight,2022,November,Monday
960,2022-08-12,Sugarcane juice,Beverages,25,15,375,Online,female,Evening,2022,August,Friday
961,2023-03-14,Frankie,Fastfood,50,13,650,Cash,male,Night,2023,March,Tuesday
962,2022-05-18,Frankie,Fastfood,50,13,650,Online,female,Afternoon,2022,May,Wednesday
963,2022-10-05,Vadapav,Fastfood,20,6,120,Cash,female,Morning,2022,October,Wednesday
964,2022-05-07,Cold coffee,Beverages,40,8,320,Cash,male,Evening,2022,May,Saturday
965,2022-10-08,Frankie,Fastfood,50,5,250,Online,female,Night,2022,October,Saturday
966,2023-03-19,Panipuri,Fastfood,20,11,220,Online,female,Morning,2023,March,Sunday
967,2022-06-29,Cold coffee,Beverages,40,14,560,Cash,male,Afternoon,2022,June,Wednesday
968,2022-08-09,Cold coffee,Beverages,40,15,600,Cash,female,Morning,2022,August,Tuesday
969,2022-11-06,Cold coffee,Beverages,40,11,440,Cash,male,Morning,2022,November,Sunday
970,2022-11-21,Aalopuri,Fastfood,20,5,100,Online,female,Afternoon,2022,November,Monday
971,2022-10-02,Frankie,Fastfood,50,2,100,Cash,female,Morning,2022,October,Sunday
972,2023-03-11,Aalopuri,Fastfood,20,1,20,Cash,female,Afternoon,2023,March,Saturday
973,2022-06-07,Sugarcane juice,Beverages,25,1,25,desconhecido,female,Morning,2022,June,Tuesday
974,2023-01-28,Vadapav,Fastfood,20,13,260,Online,male,Afternoon,2023,January,Saturday
975,2023-01-15,Aalopuri,Fastfood,20,1,20,Cash,male,Midnight,2023,January,Sunday
976,2022-04-17,Sugarcane juice,Beverages,25,11,275,desconhecido,female,Morning,2022,April,Sunday
977,2023-01-05,Aalopuri,Fastfood,20,1,20,Cash,male,Evening,2023,January,Thursday
978,2022-10-08,Frankie,Fastfood,50,2,100,Online,male,Night,2022,October,Saturday
979,2022-05-21,Aalopuri,Fastfood,20,13,260,Cash,female,Midnight,2022,May,Saturday
980,2022-06-20,Vadapav,Fastfood,20,9,180,Online,male,Morning,2022,June,Monday
981,2023-01-22,Panipuri,Fastfood,20,15,300,Online,male,Midnight,2023,January,Sunday
982,2023-03-30,Sugarcane juice,Beverages,25,14,350,Cash,female,Night,2023,March,Thursday
983,2023-03-17,Cold coffee,Beverages,40,10,400,desconhecido,female,Night,2023,March,Friday
984,2023-01-07,Frankie,Fastfood,50,3,150,Cash,male,Afternoon,2023,January,Saturday
985,2022-06-14,Frankie,Fastfood,50,1,50,Cash,female,Afternoon,2022,June,Tuesday
986,2022-04-30,Sugarcane juice,Beverages,25,13,325,Online,male,Night,2022,April,Saturday
987,2023-01-04,Vadapav,Fastfood,20,3,60,Cash,female,Evening,2023,January,Wednesday
988,2023-01-03,Frankie,Fastfood,50,13,650,desconhecido,female,Night,2023,January,Tuesday
989,2022-10-11,Cold coffee,Beverages,40,13,520,Cash,male,Afternoon,2022,October,Tuesday
990,2022-11-24,Vadapav,Fastfood,20,10,200,Online,female,Morning,2022,November,Thursday
991,2023-01-18,Sandwich,Fastfood,60,7,420,Cash,female,Night,2023,January,Wednesday
992,2022-10-21,Sandwich,Fastfood,60,5,300,Cash,male,Morning,2022,October,Friday
993,2022-07-17,Frankie,Fastfood,50,3,150,Online,female,Night,2022,July,Sunday
994,2022-11-01,Panipuri,Fastfood,20,2,40,Online,female,Evening,2022,November,Tuesday
995,2022-06-18,Sugarcane juice,Beverages,25,1,25,Online,male,Night,2022,June,Saturday
996,2023-03-19,Frankie,Fastfood,50,10,500,desconhecido,female,Evening,2023,March,Sunday
997,2022-09-20,Sandwich,Fastfood,60,7,420,desconhecido,male,Evening,2022,September,Tuesday
998,2023-01-26,Sandwich,Fastfood,60,13,780,desconhecido,male,Evening,2023,January,Thursday
999,2022-08-27,Panipuri,Fastfood,20,5,100,desconhecido,female,Afternoon,2022,August,Saturday
1000,2022-05-29,Aalopuri,Fastfood,20,3,60,Online,female,Midnight,2022,May,Sunday
